genre_1,genre_2,co_occurrence_count
pop,pop,58
rap,rap,35
pop rap,pop rap,31
pop rap,rap,29
dance pop,dance pop,26
dance pop,pop,26
pop,rap,23
hip hop,hip hop,21
hip hop,rap,21
pop,pop rap,21
trap music,trap music,21
hip hop,pop rap,20
pop,post-teen pop,20
post-teen pop,post-teen pop,20
dance pop,post-teen pop,19
rap,trap music,19
pop rap,trap music,17
pop rap,southern hip hop,15
rap,southern hip hop,15
southern hip hop,southern hip hop,15
southern hip hop,trap music,15
pop,trap music,13
hip hop,southern hip hop,12
hip hop,trap music,12
hip hop,pop,12
atl hip hop,atl hip hop,11
atl hip hop,rap,11
pop,southern hip hop,11
contemporary country,contemporary country,10
atl hip hop,trap music,10
atl hip hop,pop rap,9
pop,uk pop,8
uk pop,uk pop,8
atl hip hop,pop,8
atl hip hop,southern hip hop,7
dance pop,uk pop,6
post-teen pop,uk pop,6
contemporary country,country road,6
country road,country road,6
dance pop,r&b,6
pop,r&b,6
r&b,r&b,6
reggaeton,reggaeton,5
atl hip hop,hip hop,5
canadian pop,canadian pop,4
contemporary country,country,4
country,country,4
country,country road,4
pop,tropical house,4
tropical house,tropical house,4
dance pop,pop rap,4
conscious hip hop,conscious hip hop,4
conscious hip hop,hip hop,4
conscious hip hop,pop rap,4
conscious hip hop,rap,4
gangster rap,gangster rap,3
gangster rap,pop rap,3
gangster rap,rap,3
gangster rap,trap music,3
latin,latin,3
latin,reggaeton,3
dance pop,tropical house,3
edm,edm,3
edm,pop,3
pop rap,r&b,3
emo rap,emo rap,3
miami hip hop,miami hip hop,3
modern rock,modern rock,3
dance pop,rap,3
canadian pop,pop,3
pop,viral pop,3
viral pop,viral pop,3
canadian hip hop,canadian hip hop,2
canadian pop,rap,2
contemporary country,modern country rock,2
country,modern country rock,2
country road,modern country rock,2
modern country rock,modern country rock,2
atl hip hop,atl trap,2
atl trap,atl trap,2
atl trap,rap,2
atl trap,trap music,2
reggaeton,trap latino,2
trap latino,trap latino,2
dance pop,edm,2
edm,electro house,2
edm,tropical house,2
electro house,electro house,2
electro house,pop,2
post-teen pop,tropical house,2
chicago rap,chicago rap,2
emo rap,miami hip hop,2
post-teen pop,r&b,2
dance pop,indie poptimism,2
indie poptimism,indie poptimism,2
indie poptimism,pop,2
indie poptimism,post-teen pop,2
canadian contemporary r&b,canadian contemporary r&b,2
canadian contemporary r&b,pop,2
miami hip hop,trap music,2
r&b,rap,2
dance pop,viral pop,2
post-teen pop,viral pop,2
dirty south rap,dirty south rap,2
dirty south rap,hip hop,2
dirty south rap,pop rap,2
dirty south rap,rap,2
dirty south rap,southern hip hop,2
dirty south rap,trap music,2
dance pop,urban contemporary,2
pop,urban contemporary,2
r&b,urban contemporary,2
urban contemporary,urban contemporary,2
gangster rap,hip hop,2
gangster rap,southern hip hop,2
latin,latin hip hop,2
latin,pop,2
latin,tropical,2
latin hip hop,latin hip hop,2
latin hip hop,pop,2
latin hip hop,reggaeton,2
latin hip hop,tropical,2
pop,reggaeton,2
pop,tropical,2
reggaeton,tropical,2
tropical,tropical,2
canadian hip hop,canadian pop,1
canadian hip hop,hip hop,1
canadian hip hop,pop rap,1
canadian hip hop,rap,1
canadian hip hop,toronto rap,1
canadian pop,hip hop,1
canadian pop,pop rap,1
canadian pop,toronto rap,1
hip hop,toronto rap,1
pop rap,toronto rap,1
rap,toronto rap,1
toronto rap,toronto rap,1
contemporary country,country pop,1
country,country pop,1
country pop,country pop,1
country pop,country road,1
country pop,modern country rock,1
atl hip hop,gangster rap,1
atl trap,gangster rap,1
atl trap,pop,1
atl trap,pop rap,1
gangster rap,pop,1
dfw rap,dfw rap,1
dfw rap,pop,1
dfw rap,rap,1
complextro,complextro,1
complextro,dance pop,1
complextro,edm,1
complextro,electro house,1
complextro,german techno,1
complextro,pop,1
complextro,post-teen pop,1
complextro,tropical house,1
dance pop,electro house,1
dance pop,german techno,1
edm,german techno,1
edm,post-teen pop,1
electro house,german techno,1
electro house,post-teen pop,1
