year,genre_1,genre_2,co_occurrence_count
2000,dance pop,dance pop,31
2000,urban contemporary,urban contemporary,27
2000,r&b,r&b,26
2000,r&b,urban contemporary,26
2000,hip pop,hip pop,21
2000,hip pop,r&b,21
2000,hip pop,urban contemporary,21
2000,hip hop,hip hop,19
2000,dance pop,urban contemporary,18
2000,dance pop,r&b,17
2000,neo soul,neo soul,17
2000,dance pop,hip pop,15
2000,neo soul,r&b,15
2000,neo soul,urban contemporary,15
2000,new jack swing,new jack swing,15
2000,new jack swing,r&b,15
2000,new jack swing,urban contemporary,15
2000,pop rock,pop rock,14
2000,pop,pop,14
2000,dance pop,neo soul,13
2000,hip pop,neo soul,13
2000,dance pop,pop,13
2000,post-grunge,post-grunge,12
2000,hip pop,new jack swing,12
2000,pop rap,pop rap,12
2000,dance pop,new jack swing,11
2000,neo soul,new jack swing,11
2000,hip hop,hip pop,11
2000,hip hop,r&b,11
2000,hip hop,urban contemporary,11
2000,country,country,10
2000,pop rock,post-grunge,10
2000,contemporary country,contemporary country,9
2000,contemporary country,country,9
2000,new jack swing,quiet storm,9
2000,quiet storm,quiet storm,9
2000,quiet storm,r&b,9
2000,quiet storm,urban contemporary,9
2000,dance pop,hip hop,9
2000,hip hop,pop rap,9
2000,southern hip hop,southern hip hop,9
2000,country,country road,8
2000,country road,country road,8
2000,dance pop,pop rap,8
2000,pop,urban contemporary,8
2000,dance pop,quiet storm,8
2000,neo soul,quiet storm,8
2000,hip hop,neo soul,8
2000,hip hop,rap,8
2000,rap,rap,8
2000,contemporary country,country road,7
2000,rock,rock,7
2000,pop,r&b,7
2000,pop rap,urban contemporary,7
2000,europop,europop,7
2000,hip pop,quiet storm,7
2000,hip hop,new jack swing,7
2000,dance pop,southern hip hop,7
2000,hip hop,southern hip hop,7
2000,pop rap,southern hip hop,7
2000,neo mellow,neo mellow,6
2000,neo mellow,pop rock,6
2000,hip pop,pop,6
2000,hip pop,pop rap,6
2000,pop rap,r&b,6
2000,boy band,boy band,6
2000,alternative rock,alternative rock,6
2000,alternative rock,post-grunge,6
2000,post-grunge,rock,6
2000,pop rap,rap,6
2000,gangster rap,gangster rap,6
2000,hip pop,southern hip hop,6
2000,r&b,southern hip hop,6
2000,southern hip hop,urban contemporary,6
2000,contemporary country,country dawn,5
2000,country,country dawn,5
2000,country dawn,country dawn,5
2000,neo mellow,post-grunge,5
2000,pop,pop rap,5
2000,boy band,dance pop,5
2000,dance pop,europop,5
2000,alternative metal,alternative metal,5
2000,alternative metal,post-grunge,5
2000,alternative rock,pop rock,5
2000,alternative rock,rock,5
2000,gangster rap,hip hop,5
2000,gangster rap,rap,5
2000,hip hop,quiet storm,5
2000,neo soul,southern hip hop,5
2000,alternative metal,nu metal,4
2000,alternative metal,pop rock,4
2000,alternative metal,rock,4
2000,nu metal,nu metal,4
2000,nu metal,post-grunge,4
2000,pop rock,rock,4
2000,hip hop,pop,4
2000,pop punk,pop punk,4
2000,pop punk,pop rock,4
2000,pop punk,post-grunge,4
2000,dance pop,post-teen pop,4
2000,post-teen pop,post-teen pop,4
2000,rap,southern hip hop,4
2000,gangster rap,pop rap,4
2000,new jack swing,southern hip hop,4
2000,deep pop r&b,deep pop r&b,4
2000,deep pop r&b,hip pop,4
2000,deep pop r&b,r&b,4
2000,deep pop r&b,urban contemporary,4
2000,country dawn,country road,3
2000,girl group,girl group,3
2000,girl group,hip pop,3
2000,girl group,r&b,3
2000,girl group,urban contemporary,3
2000,boy band,europop,3
2000,neo soul,pop,3
2000,alternative metal,alternative rock,3
2000,nu metal,pop rock,3
2000,nu metal,rock,3
2000,pop,post-teen pop,3
2000,latin,latin,3
2000,latin,tropical,3
2000,tropical,tropical,3
2000,east coast hip hop,east coast hip hop,3
2000,east coast hip hop,hardcore hip hop,3
2000,east coast hip hop,hip hop,3
2000,hardcore hip hop,hardcore hip hop,3
2000,hardcore hip hop,hip hop,3
2000,alternative rock,pop punk,3
2000,neo soul,pop rap,3
2000,new jack swing,pop rap,3
2000,quiet storm,southern hip hop,3
2000,permanent wave,permanent wave,3
2000,g funk,g funk,3
2000,g funk,hip hop,3
2000,g funk,rap,3
2000,dance pop,deep pop r&b,3
2000,deep pop r&b,neo soul,3
2000,contemporary country,pop rock,2
2000,country,pop rock,2
2000,country dawn,pop rock,2
2000,dance pop,girl group,2
2000,australian pop,australian pop,2
2000,australian pop,dance pop,2
2000,australian pop,europop,2
2000,dance pop,pop rock,2
2000,new jack swing,pop,2
2000,alternative metal,rap rock,2
2000,alternative rock,nu metal,2
2000,alternative rock,rap rock,2
2000,nu metal,rap rock,2
2000,pop rock,rap rock,2
2000,post-grunge,rap rock,2
2000,rap rock,rap rock,2
2000,rap rock,rock,2
2000,alternative metal,pop punk,2
2000,latin,latin pop,2
2000,latin pop,latin pop,2
2000,latin pop,tropical,2
2000,neo soul,soul,2
2000,soul,soul,2
2000,dance pop,rap,2
2000,pop,rap,2
2000,pop,southern hip hop,2
2000,east coast hip hop,gangster rap,2
2000,east coast hip hop,pop rap,2
2000,east coast hip hop,rap,2
2000,gangster rap,hardcore hip hop,2
2000,hardcore hip hop,pop rap,2
2000,hardcore hip hop,rap,2
2000,pop punk,rock,2
2000,atl hip hop,atl hip hop,2
2000,atl hip hop,dance pop,2
2000,atl hip hop,hip hop,2
2000,atl hip hop,hip pop,2
2000,atl hip hop,neo soul,2
2000,atl hip hop,new jack swing,2
2000,atl hip hop,quiet storm,2
2000,atl hip hop,r&b,2
2000,atl hip hop,urban contemporary,2
2000,pop rap,quiet storm,2
2000,bubblegum dance,bubblegum dance,2
2000,bubblegum dance,europop,2
2000,eurodance,eurodance,2
2000,eurodance,europop,2
2000,alternative rock,permanent wave,2
2000,permanent wave,post-grunge,2
2000,permanent wave,rock,2
2000,dirty south rap,dirty south rap,2
2000,dirty south rap,gangster rap,2
2000,gangster rap,southern hip hop,2
2000,deep pop r&b,new jack swing,2
2000,deep pop r&b,southern hip hop,2
2000,g funk,gangster rap,2
2000,g funk,west coast rap,2
2000,gangster rap,west coast rap,2
2000,hip hop,west coast rap,2
2000,rap,west coast rap,2
2000,west coast rap,west coast rap,2
2000,country road,pop rock,1
2000,blues-rock,blues-rock,1
2000,blues-rock,classic rock,1
2000,blues-rock,rock,1
2000,classic rock,classic rock,1
2000,classic rock,rock,1
2000,acoustic pop,acoustic pop,1
2000,acoustic pop,neo mellow,1
2000,acoustic pop,pop rock,1
2000,acoustic pop,post-grunge,1
2000,girl group,pop,1
2000,girl group,pop rap,1
2000,australian pop,boy band,1
2000,australian pop,pop rock,1
2000,boy band,pop rock,1
2000,europop,pop rock,1
2000,pop,quiet storm,1
2000,nu metal,pop punk,1
2000,dance pop,uk pop,1
2000,europop,pop,1
2000,europop,post-teen pop,1
2000,europop,uk pop,1
2000,pop,uk pop,1
2000,post-teen pop,uk pop,1
2000,uk pop,uk pop,1
2000,latin,modern salsa,1
2000,latin,salsa,1
2000,latin pop,modern salsa,1
2000,latin pop,salsa,1
2000,modern salsa,modern salsa,1
2000,modern salsa,salsa,1
2000,modern salsa,tropical,1
2000,salsa,salsa,1
2000,salsa,tropical,1
2000,conscious hip hop,conscious hip hop,1
2000,conscious hip hop,east coast hip hop,1
2000,conscious hip hop,gangster rap,1
2000,conscious hip hop,hardcore hip hop,1
2000,conscious hip hop,hip hop,1
2000,conscious hip hop,pop rap,1
2000,conscious hip hop,rap,1
2000,dance pop,philly rap,1
2000,hip hop,philly rap,1
2000,hip pop,philly rap,1
2000,hip pop,rap,1
2000,philly rap,philly rap,1
2000,philly rap,pop,1
2000,philly rap,pop rap,1
2000,philly rap,r&b,1
2000,philly rap,rap,1
2000,philly rap,southern hip hop,1
2000,philly rap,urban contemporary,1
2000,r&b,rap,1
2000,rap,urban contemporary,1
2000,alternative hip hop,alternative hip hop,1
2000,alternative hip hop,east coast hip hop,1
2000,alternative hip hop,hardcore hip hop,1
2000,alternative hip hop,hip hop,1
2000,alternative hip hop,neo soul,1
2000,east coast hip hop,neo soul,1
2000,hardcore hip hop,neo soul,1
2000,dance pop,latin,1
2000,dance pop,latin pop,1
2000,dance pop,mexican pop,1
2000,dance pop,tropical,1
2000,latin,mexican pop,1
2000,latin,pop,1
2000,latin pop,mexican pop,1
2000,latin pop,pop,1
2000,mexican pop,mexican pop,1
2000,mexican pop,pop,1
2000,mexican pop,tropical,1
2000,pop,tropical,1
2000,alternative rock,neo mellow,1
2000,neo mellow,pop punk,1
2000,neo mellow,rock,1
2000,contemporary country,dance pop,1
2000,country,dance pop,1
2000,country dawn,dance pop,1
2000,atl hip hop,pop rap,1
2000,atl hip hop,southern hip hop,1
2000,bubblegum dance,eurodance,1
2000,bubblegum dance,italian pop,1
2000,bubblegum dance,italo dance,1
2000,eurodance,italian pop,1
2000,eurodance,italo dance,1
2000,europop,italian pop,1
2000,europop,italo dance,1
2000,italian pop,italian pop,1
2000,italian pop,italo dance,1
2000,italo dance,italo dance,1
2000,permanent wave,soft rock,1
2000,soft rock,soft rock,1
2000,detroit hip hop,detroit hip hop,1
2000,detroit hip hop,g funk,1
2000,detroit hip hop,hip hop,1
2000,detroit hip hop,rap,1
2000,boy band,hip hop,1
2000,boy band,hip pop,1
2000,boy band,minneapolis sound,1
2000,boy band,neo soul,1
2000,boy band,new jack swing,1
2000,boy band,quiet storm,1
2000,boy band,r&b,1
2000,boy band,southern hip hop,1
2000,boy band,urban contemporary,1
2000,dance pop,minneapolis sound,1
2000,hip hop,minneapolis sound,1
2000,hip pop,minneapolis sound,1
2000,minneapolis sound,minneapolis sound,1
2000,minneapolis sound,neo soul,1
2000,minneapolis sound,new jack swing,1
2000,minneapolis sound,quiet storm,1
2000,minneapolis sound,r&b,1
2000,minneapolis sound,southern hip hop,1
2000,minneapolis sound,urban contemporary,1
2000,alternative metal,permanent wave,1
2000,permanent wave,pop punk,1
2000,permanent wave,pop rock,1
2000,alternative metal,grunge,1
2000,alternative metal,industrial metal,1
2000,alternative metal,industrial rock,1
2000,alternative metal,modern rock,1
2000,alternative rock,grunge,1
2000,alternative rock,industrial metal,1
2000,alternative rock,industrial rock,1
2000,alternative rock,modern rock,1
2000,grunge,grunge,1
2000,grunge,industrial metal,1
2000,grunge,industrial rock,1
2000,grunge,modern rock,1
2000,grunge,nu metal,1
2000,grunge,pop rock,1
2000,grunge,post-grunge,1
2000,grunge,rap rock,1
2000,grunge,rock,1
2000,industrial metal,industrial metal,1
2000,industrial metal,industrial rock,1
2000,industrial metal,modern rock,1
2000,industrial metal,nu metal,1
2000,industrial metal,pop rock,1
2000,industrial metal,post-grunge,1
2000,industrial metal,rap rock,1
2000,industrial metal,rock,1
2000,industrial rock,industrial rock,1
2000,industrial rock,modern rock,1
2000,industrial rock,nu metal,1
2000,industrial rock,pop rock,1
2000,industrial rock,post-grunge,1
2000,industrial rock,rap rock,1
2000,industrial rock,rock,1
2000,modern rock,modern rock,1
2000,modern rock,nu metal,1
2000,modern rock,pop rock,1
2000,modern rock,post-grunge,1
2000,modern rock,rap rock,1
2000,modern rock,rock,1
2000,alternative rock,funk metal,1
2000,alternative rock,funk rock,1
2000,funk metal,funk metal,1
2000,funk metal,funk rock,1
2000,funk metal,permanent wave,1
2000,funk metal,post-grunge,1
2000,funk metal,rock,1
2000,funk rock,funk rock,1
2000,funk rock,permanent wave,1
2000,funk rock,post-grunge,1
2000,funk rock,rock,1
2000,dirty south rap,hip hop,1
2000,dirty south rap,houston rap,1
2000,dirty south rap,pop rap,1
2000,dirty south rap,rap,1
2000,dirty south rap,southern hip hop,1
2000,dirty south rap,trap music,1
2000,gangster rap,houston rap,1
2000,gangster rap,trap music,1
2000,hip hop,houston rap,1
2000,hip hop,trap music,1
2000,houston rap,houston rap,1
2000,houston rap,pop rap,1
2000,houston rap,rap,1
2000,houston rap,southern hip hop,1
2000,houston rap,trap music,1
2000,pop rap,trap music,1
2000,rap,trap music,1
2000,southern hip hop,trap music,1
2000,trap music,trap music,1
2000,deep latin christian,deep latin christian,1
2000,deep latin christian,latin,1
2000,deep latin christian,tropical,1
2000,deep pop r&b,pop rap,1
2000,crunk,crunk,1
2000,crunk,dirty south rap,1
2000,crunk,gangster rap,1
2000,crunk,new orleans rap,1
2000,dirty south rap,new orleans rap,1
2000,gangster rap,new orleans rap,1
2000,new orleans rap,new orleans rap,1
2000,funk,funk,1
2000,funk,hip hop,1
2000,funk,hip pop,1
2000,funk,neo soul,1
2000,funk,r&b,1
2000,funk,soul,1
2000,funk,urban contemporary,1
2000,hip hop,soul,1
2000,hip pop,soul,1
2000,r&b,soul,1
2000,soul,urban contemporary,1
2000,neo mellow,pop,1
2000,pop,pop rock,1
2000,east coast hip hop,southern hip hop,1
2000,hardcore hip hop,southern hip hop,1
2000,g funk,pop rap,1
2000,pop rap,west coast rap,1
2000,chicago rap,chicago rap,1
2000,chicago rap,hip hop,1
2000,chicago rap,hip pop,1
2000,chicago rap,new jack swing,1
2000,chicago rap,r&b,1
2000,chicago rap,urban contemporary,1
2000,atl hip hop,deep pop r&b,1
2000,atl hip hop,girl group,1
2000,deep pop r&b,girl group,1
2000,deep pop r&b,hip hop,1
2000,deep pop r&b,quiet storm,1
2000,girl group,hip hop,1
2000,girl group,neo soul,1
2000,girl group,new jack swing,1
2000,girl group,quiet storm,1
2000,australian pop,bubblegum dance,1
2000,bubblegum dance,dance pop,1
2000,pop rap,post-teen pop,1
2000,post-teen pop,urban contemporary,1
2000,gospel,gospel,1
2000,gospel,gospel r&b,1
2000,gospel,neo soul,1
2000,gospel,r&b,1
2000,gospel,urban contemporary,1
2000,gospel r&b,gospel r&b,1
2000,gospel r&b,neo soul,1
2000,gospel r&b,r&b,1
2000,gospel r&b,urban contemporary,1
2001,dance pop,dance pop,34
2001,urban contemporary,urban contemporary,29
2001,hip pop,hip pop,28
2001,hip pop,urban contemporary,24
2001,r&b,r&b,24
2001,r&b,urban contemporary,24
2001,hip pop,r&b,22
2001,pop,pop,21
2001,dance pop,urban contemporary,21
2001,dance pop,pop,19
2001,dance pop,hip pop,18
2001,pop rock,pop rock,17
2001,dance pop,r&b,17
2001,pop rap,pop rap,17
2001,hip hop,hip hop,17
2001,pop,urban contemporary,15
2001,dance pop,pop rap,14
2001,hip pop,neo soul,13
2001,neo soul,neo soul,13
2001,neo soul,r&b,13
2001,neo soul,urban contemporary,13
2001,dance pop,hip hop,13
2001,hip hop,pop rap,13
2001,hip hop,rap,13
2001,rap,rap,13
2001,hip pop,pop,12
2001,hip hop,hip pop,12
2001,contemporary country,contemporary country,12
2001,contemporary country,country,12
2001,country,country,12
2001,post-grunge,post-grunge,11
2001,pop,r&b,11
2001,pop,pop rap,11
2001,pop rap,urban contemporary,11
2001,hip hop,urban contemporary,11
2001,pop rap,rap,11
2001,southern hip hop,southern hip hop,11
2001,contemporary country,country road,11
2001,country,country road,11
2001,country road,country road,11
2001,dance pop,neo soul,10
2001,new jack swing,new jack swing,10
2001,new jack swing,urban contemporary,10
2001,hip pop,pop rap,10
2001,hip hop,southern hip hop,10
2001,alternative metal,alternative metal,9
2001,alternative metal,post-grunge,9
2001,pop rock,post-grunge,9
2001,hip pop,new jack swing,9
2001,new jack swing,r&b,9
2001,dance pop,rap,9
2001,hip hop,pop,9
2001,dance pop,southern hip hop,9
2001,hip hop,r&b,9
2001,pop rap,southern hip hop,9
2001,rap,southern hip hop,9
2001,dance pop,new jack swing,8
2001,neo soul,new jack swing,8
2001,hip pop,rap,8
2001,hip pop,southern hip hop,8
2001,pop rap,r&b,8
2001,quiet storm,quiet storm,8
2001,alternative metal,pop rock,7
2001,gangster rap,gangster rap,7
2001,pop,rap,7
2001,rap,urban contemporary,7
2001,r&b,southern hip hop,7
2001,southern hip hop,urban contemporary,7
2001,alternative metal,nu metal,7
2001,nu metal,nu metal,7
2001,nu metal,post-grunge,7
2001,neo mellow,neo mellow,6
2001,neo mellow,pop rock,6
2001,gangster rap,hip hop,6
2001,gangster rap,rap,6
2001,rock,rock,6
2001,atl hip hop,atl hip hop,6
2001,new jack swing,quiet storm,6
2001,quiet storm,urban contemporary,6
2001,dance pop,post-teen pop,5
2001,post-teen pop,post-teen pop,5
2001,gangster rap,pop rap,5
2001,pop,southern hip hop,5
2001,r&b,rap,5
2001,alternative metal,rap rock,5
2001,nu metal,rap rock,5
2001,post-grunge,rap rock,5
2001,rap rock,rap rock,5
2001,atl hip hop,pop rap,5
2001,hip hop,neo soul,5
2001,hip pop,quiet storm,5
2001,neo soul,quiet storm,5
2001,quiet storm,r&b,5
2001,alternative metal,alternative rock,5
2001,alternative rock,alternative rock,5
2001,alternative rock,pop rock,5
2001,alternative rock,post-grunge,5
2001,nu metal,pop rock,5
2001,neo soul,pop,4
2001,gangster rap,hip pop,4
2001,dirty south rap,dirty south rap,4
2001,atl hip hop,dance pop,4
2001,atl hip hop,r&b,4
2001,atl hip hop,urban contemporary,4
2001,atl hip hop,hip hop,4
2001,atl hip hop,southern hip hop,4
2001,dance pop,quiet storm,4
2001,hip hop,new jack swing,4
2001,neo soul,southern hip hop,4
2001,new jack swing,southern hip hop,4
2001,alternative rock,nu metal,4
2001,neo mellow,post-grunge,3
2001,new jack swing,pop,3
2001,pop,pop rock,3
2001,pop,post-teen pop,3
2001,dance pop,gangster rap,3
2001,east coast hip hop,east coast hip hop,3
2001,east coast hip hop,hip hop,3
2001,east coast hip hop,pop rap,3
2001,east coast hip hop,rap,3
2001,gangster rap,pop,3
2001,gangster rap,urban contemporary,3
2001,dance pop,europop,3
2001,dance pop,pop rock,3
2001,europop,europop,3
2001,europop,post-teen pop,3
2001,pop rock,rock,3
2001,girl group,girl group,3
2001,alternative metal,rock,3
2001,nu metal,rock,3
2001,post-grunge,rock,3
2001,rap rock,rock,3
2001,atl hip hop,hip pop,3
2001,new jack swing,pop rap,3
2001,atl hip hop,rap,3
2001,new jack swing,rap,3
2001,alternative metal,funk metal,3
2001,alternative rock,rap rock,3
2001,funk metal,funk metal,3
2001,funk metal,post-grunge,3
2001,pop rock,rap rock,3
2001,dance pop,uk pop,3
2001,uk pop,uk pop,3
2001,deep pop r&b,deep pop r&b,3
2001,deep pop r&b,hip pop,3
2001,deep pop r&b,r&b,3
2001,deep pop r&b,urban contemporary,3
2001,dirty south rap,hip hop,3
2001,dirty south rap,pop rap,3
2001,dirty south rap,rap,3
2001,dirty south rap,southern hip hop,3
2001,contemporary country,country dawn,3
2001,country,country dawn,3
2001,country dawn,country dawn,3
2001,alternative metal,pop punk,3
2001,pop punk,pop punk,3
2001,pop punk,pop rock,3
2001,pop punk,post-grunge,3
2001,gangster rap,hardcore hip hop,3
2001,hardcore hip hop,hardcore hip hop,3
2001,hardcore hip hop,hip hop,3
2001,hardcore hip hop,rap,3
2001,hip hop,trap music,3
2001,pop rap,trap music,3
2001,rap,trap music,3
2001,trap music,trap music,3
2001,contemporary country,country rock,3
2001,country,country rock,3
2001,country road,country rock,3
2001,country rock,country rock,3
2001,funk,funk,3
2001,funk,motown,3
2001,funk,quiet storm,3
2001,funk,soul,3
2001,motown,motown,3
2001,motown,quiet storm,3
2001,motown,soul,3
2001,quiet storm,soul,3
2001,soul,soul,3
2001,alternative metal,neo mellow,2
2001,dance pop,east coast hip hop,2
2001,east coast hip hop,gangster rap,2
2001,east coast hip hop,hip pop,2
2001,east coast hip hop,pop,2
2001,east coast hip hop,urban contemporary,2
2001,europop,pop,2
2001,permanent wave,permanent wave,2
2001,permanent wave,rock,2
2001,girl group,hip pop,2
2001,girl group,r&b,2
2001,girl group,urban contemporary,2
2001,reggae fusion,reggae fusion,2
2001,crunk,crunk,2
2001,crunk,dirty south rap,2
2001,crunk,gangster rap,2
2001,dirty south rap,gangster rap,2
2001,atl hip hop,pop,2
2001,atl hip hop,new jack swing,2
2001,hip hop,quiet storm,2
2001,neo soul,pop rap,2
2001,quiet storm,southern hip hop,2
2001,contemporary country,pop rock,2
2001,country,pop rock,2
2001,country road,pop rock,2
2001,boy band,boy band,2
2001,boy band,dance pop,2
2001,gangster rap,southern hip hop,2
2001,alternative rock,funk metal,2
2001,alternative rock,rock,2
2001,funk metal,nu metal,2
2001,funk metal,pop rock,2
2001,funk metal,rap rock,2
2001,europop,uk pop,2
2001,pop,uk pop,2
2001,post-teen pop,uk pop,2
2001,dance pop,deep pop r&b,2
2001,deep pop r&b,neo soul,2
2001,atl hip hop,dirty south rap,2
2001,country dawn,country road,2
2001,canadian pop,canadian pop,2
2001,canadian pop,dance pop,2
2001,nu metal,pop punk,2
2001,alternative rock,pop punk,2
2001,neo soul,rap,2
2001,dance pop,trap music,2
2001,gangster rap,trap music,2
2001,hardcore hip hop,pop rap,2
2001,hip pop,trap music,2
2001,dance pop,latin,2
2001,dance pop,latin pop,2
2001,dance pop,mexican pop,2
2001,dance pop,tropical,2
2001,latin,latin,2
2001,latin,latin pop,2
2001,latin,mexican pop,2
2001,latin,tropical,2
2001,latin pop,latin pop,2
2001,latin pop,mexican pop,2
2001,latin pop,tropical,2
2001,mexican pop,mexican pop,2
2001,mexican pop,tropical,2
2001,tropical,tropical,2
2001,dirty south rap,trap music,2
2001,southern hip hop,trap music,2
2001,disco,disco,2
2001,disco,funk,2
2001,disco,motown,2
2001,disco,quiet storm,2
2001,disco,soul,2
2001,classic soul,classic soul,2
2001,classic soul,funk,2
2001,classic soul,motown,2
2001,classic soul,quiet storm,2
2001,classic soul,soul,2
2001,neo mellow,pop,1
2001,pop rap,post-teen pop,1
2001,post-teen pop,urban contemporary,1
2001,dance pop,philly rap,1
2001,hip hop,philly rap,1
2001,hip pop,philly rap,1
2001,philly rap,philly rap,1
2001,philly rap,pop,1
2001,philly rap,pop rap,1
2001,philly rap,r&b,1
2001,philly rap,rap,1
2001,philly rap,southern hip hop,1
2001,philly rap,urban contemporary,1
2001,europop,hip pop,1
2001,europop,pop rock,1
2001,hip pop,pop rock,1
2001,hip pop,post-teen pop,1
2001,pop rock,post-teen pop,1
2001,dance pop,new wave pop,1
2001,new wave pop,new wave pop,1
2001,new wave pop,pop rock,1
2001,permanent wave,pop rock,1
2001,dance pop,girl group,1
2001,girl group,pop,1
2001,girl group,pop rap,1
2001,dance pop,reggae fusion,1
2001,pop rap,reggae fusion,1
2001,crunk,new orleans rap,1
2001,dirty south rap,new orleans rap,1
2001,gangster rap,new orleans rap,1
2001,new orleans rap,new orleans rap,1
2001,atl hip hop,neo soul,1
2001,atl hip hop,quiet storm,1
2001,pop rap,quiet storm,1
2001,contemporary country,post-grunge,1
2001,country,post-grunge,1
2001,country road,post-grunge,1
2001,atl hip hop,boy band,1
2001,atl hip hop,gangster rap,1
2001,boy band,gangster rap,1
2001,boy band,hip hop,1
2001,boy band,hip pop,1
2001,boy band,new jack swing,1
2001,boy band,pop,1
2001,boy band,pop rap,1
2001,boy band,r&b,1
2001,boy band,rap,1
2001,boy band,southern hip hop,1
2001,boy band,urban contemporary,1
2001,gangster rap,new jack swing,1
2001,gangster rap,r&b,1
2001,alternative metal,funk rock,1
2001,alternative metal,modern rock,1
2001,alternative rock,funk rock,1
2001,alternative rock,modern rock,1
2001,funk metal,funk rock,1
2001,funk metal,modern rock,1
2001,funk metal,rock,1
2001,funk rock,funk rock,1
2001,funk rock,modern rock,1
2001,funk rock,nu metal,1
2001,funk rock,pop rock,1
2001,funk rock,post-grunge,1
2001,funk rock,rap rock,1
2001,funk rock,rock,1
2001,modern rock,modern rock,1
2001,modern rock,nu metal,1
2001,modern rock,pop rock,1
2001,modern rock,post-grunge,1
2001,modern rock,rap rock,1
2001,modern rock,rock,1
2001,dance pop,escape room,1
2001,dance pop,trap queen,1
2001,east coast hip hop,escape room,1
2001,east coast hip hop,r&b,1
2001,east coast hip hop,southern hip hop,1
2001,east coast hip hop,trap queen,1
2001,escape room,escape room,1
2001,escape room,hip hop,1
2001,escape room,hip pop,1
2001,escape room,pop,1
2001,escape room,pop rap,1
2001,escape room,r&b,1
2001,escape room,rap,1
2001,escape room,southern hip hop,1
2001,escape room,trap queen,1
2001,escape room,urban contemporary,1
2001,hip hop,trap queen,1
2001,hip pop,trap queen,1
2001,pop,trap queen,1
2001,pop rap,trap queen,1
2001,r&b,trap queen,1
2001,rap,trap queen,1
2001,southern hip hop,trap queen,1
2001,trap queen,trap queen,1
2001,trap queen,urban contemporary,1
2001,deep pop r&b,southern hip hop,1
2001,country dawn,pop rock,1
2001,downtempo,downtempo,1
2001,downtempo,electronic,1
2001,electronic,electronic,1
2001,british soul,british soul,1
2001,british soul,dance pop,1
2001,british soul,pop,1
2001,british soul,tropical house,1
2001,british soul,uk pop,1
2001,british soul,urban contemporary,1
2001,dance pop,tropical house,1
2001,pop,tropical house,1
2001,tropical house,tropical house,1
2001,tropical house,uk pop,1
2001,tropical house,urban contemporary,1
2001,uk pop,urban contemporary,1
2001,canadian latin,canadian latin,1
2001,canadian latin,canadian pop,1
2001,canadian latin,dance pop,1
2001,canadian latin,pop,1
2001,canadian latin,pop rock,1
2001,canadian pop,pop,1
2001,canadian pop,pop rock,1
2001,alternative rock,neo mellow,1
2001,funk metal,neo mellow,1
2001,funk metal,pop punk,1
2001,neo mellow,pop punk,1
2001,album rock,album rock,1
2001,album rock,classic rock,1
2001,album rock,hard rock,1
2001,album rock,rock,1
2001,classic rock,classic rock,1
2001,classic rock,hard rock,1
2001,classic rock,rock,1
2001,hard rock,hard rock,1
2001,hard rock,rock,1
2001,quiet storm,rap,1
2001,dance pop,hardcore hip hop,1
2001,hardcore hip hop,hip pop,1
2001,hardcore hip hop,pop,1
2001,hardcore hip hop,trap music,1
2001,hardcore hip hop,urban contemporary,1
2001,pop,trap music,1
2001,trap music,urban contemporary,1
2001,atl hip hop,trap music,1
2001,dance pop,dirty south rap,1
2001,atl hip hop,deep pop r&b,1
2001,celtic,celtic,1
2001,celtic,middle earth,1
2001,middle earth,middle earth,1
2001,australian pop,australian pop,1
2001,australian pop,bubblegum dance,1
2001,australian pop,dance pop,1
2001,australian pop,europop,1
2001,australian pop,hollywood,1
2001,australian pop,post-teen pop,1
2001,australian pop,uk pop,1
2001,bubblegum dance,bubblegum dance,1
2001,bubblegum dance,dance pop,1
2001,bubblegum dance,europop,1
2001,bubblegum dance,hollywood,1
2001,bubblegum dance,post-teen pop,1
2001,bubblegum dance,uk pop,1
2001,dance pop,hollywood,1
2001,europop,hollywood,1
2001,hollywood,hollywood,1
2001,hollywood,post-teen pop,1
2001,hollywood,uk pop,1
2001,canadian pop,deep pop r&b,1
2001,canadian pop,hip pop,1
2001,canadian pop,neo soul,1
2001,canadian pop,new jack swing,1
2001,canadian pop,quiet storm,1
2001,canadian pop,r&b,1
2001,canadian pop,urban contemporary,1
2001,deep pop r&b,new jack swing,1
2001,deep pop r&b,quiet storm,1
2001,jam band,jam band,1
2001,jam band,neo mellow,1
2001,jam band,pop rock,1
2001,contemporary country,red dirt,1
2001,country,red dirt,1
2001,country road,red dirt,1
2001,country rock,red dirt,1
2001,red dirt,red dirt,1
2001,irish rock,irish rock,1
2001,irish rock,permanent wave,1
2001,irish rock,rock,1
2001,disco,new jack swing,1
2001,disco,popping,1
2001,disco,post-disco,1
2001,disco,urban contemporary,1
2001,funk,new jack swing,1
2001,funk,popping,1
2001,funk,post-disco,1
2001,funk,urban contemporary,1
2001,motown,new jack swing,1
2001,motown,popping,1
2001,motown,post-disco,1
2001,motown,urban contemporary,1
2001,new jack swing,popping,1
2001,new jack swing,post-disco,1
2001,new jack swing,soul,1
2001,popping,popping,1
2001,popping,post-disco,1
2001,popping,quiet storm,1
2001,popping,soul,1
2001,popping,urban contemporary,1
2001,post-disco,post-disco,1
2001,post-disco,quiet storm,1
2001,post-disco,soul,1
2001,post-disco,urban contemporary,1
2001,soul,urban contemporary,1
2001,classic soul,disco,1
2001,classic soul,southern soul,1
